"filename", "language", "Ini", "Makefile", "C++", "GLSL", "C", "comment", "blank", "total"
"d:\DEV\projects\Project_1\include\glm\ext\vector_int3_sized.hpp", "C++", 0, 0, 13, 0, 0, 27, 10, 50
"d:\DEV\projects\Project_1\include\glm\ext\vector_int4.hpp", "C++", 0, 0, 6, 0, 0, 8, 5, 19
"d:\DEV\projects\Project_1\include\glm\ext\vector_int4_sized.hpp", "C++", 0, 0, 13, 0, 0, 27, 10, 50
"d:\DEV\projects\Project_1\include\glm\ext\vector_integer.hpp", "C++", 0, 0, 34, 0, 0, 99, 17, 150
"d:\DEV\projects\Project_1\include\glm\ext\vector_integer.inl", "C++", 0, 0, 65, 0, 0, 0, 21, 86
"d:\DEV\projects\Project_1\include\glm\ext\vector_packing.hpp", "C++", 0, 0, 9, 0, 0, 16, 8, 33
"d:\DEV\projects\Project_1\include\glm\ext\vector_packing.inl", "C++", 0, 0, 0, 0, 0, 0, 1, 1
"d:\DEV\projects\Project_1\include\glm\ext\vector_relational.hpp", "C++", 0, 0, 25, 0, 0, 68, 15, 108
"d:\DEV\projects\Project_1\include\glm\ext\vector_relational.inl", "C++", 0, 0, 62, 0, 0, 3, 11, 76
"d:\DEV\projects\Project_1\include\glm\ext\vector_uint1.hpp", "C++", 0, 0, 9, 0, 0, 16, 8, 33
"d:\DEV\projects\Project_1\include\glm\ext\vector_uint1_sized.hpp", "C++", 0, 0, 13, 0, 0, 27, 10, 50
"d:\DEV\projects\Project_1\include\glm\ext\vector_uint2.hpp", "C++", 0, 0, 6, 0, 0, 8, 5, 19
"d:\DEV\projects\Project_1\include\glm\ext\vector_uint2_sized.hpp", "C++", 0, 0, 13, 0, 0, 27, 10, 50
"d:\DEV\projects\Project_1\include\glm\ext\vector_uint3.hpp", "C++", 0, 0, 6, 0, 0, 8, 5, 19
"d:\DEV\projects\Project_1\include\glm\ext\vector_uint3_sized.hpp", "C++", 0, 0, 13, 0, 0, 27, 10, 50
"d:\DEV\projects\Project_1\include\glm\ext\vector_uint4.hpp", "C++", 0, 0, 6, 0, 0, 8, 5, 19
"d:\DEV\projects\Project_1\include\glm\ext\vector_uint4_sized.hpp", "C++", 0, 0, 13, 0, 0, 27, 10, 50
"d:\DEV\projects\Project_1\include\glm\ext\vector_ulp.hpp", "C++", 0, 0, 25, 0, 0, 71, 14, 110
"d:\DEV\projects\Project_1\include\glm\ext\vector_ulp.inl", "C++", 0, 0, 67, 0, 0, 0, 8, 75
"d:\DEV\projects\Project_1\include\glm\fwd.hpp", "C++", 0, 0, 1013, 0, 0, 12, 209, 1234
"d:\DEV\projects\Project_1\include\glm\geometric.hpp", "C++", 0, 0, 30, 0, 0, 73, 14, 117
"d:\DEV\projects\Project_1\include\glm\glm.hpp", "C++", 0, 0, 29, 0, 0, 101, 7, 137
"d:\DEV\projects\Project_1\include\glm\gtc\bitfield.hpp", "C++", 0, 0, 57, 0, 0, 170, 40, 267
"d:\DEV\projects\Project_1\include\glm\gtc\bitfield.inl", "C++", 0, 0, 486, 0, 0, 1, 140, 627
"d:\DEV\projects\Project_1\include\glm\gtc\color_space.hpp", "C++", 0, 0, 22, 0, 0, 24, 11, 57
"d:\DEV\projects\Project_1\include\glm\gtc\color_space.inl", "C++", 0, 0, 72, 0, 0, 2, 11, 85
"d:\DEV\projects\Project_1\include\glm\gtc\constants.hpp", "C++", 0, 0, 63, 0, 0, 69, 34, 166
"d:\DEV\projects\Project_1\include\glm\gtc\constants.inl", "C++", 0, 0, 138, 0, 0, 1, 29, 168
"d:\DEV\projects\Project_1\include\glm\gtc\epsilon.hpp", "C++", 0, 0, 18, 0, 0, 32, 11, 61
"d:\DEV\projects\Project_1\include\glm\gtc\epsilon.inl", "C++", 0, 0, 67, 0, 0, 2, 12, 81
"d:\DEV\projects\Project_1\include\glm\gtc\integer.hpp", "C++", 0, 0, 20, 0, 0, 36, 10, 66
"d:\DEV\projects\Project_1\include\glm\gtc\integer.inl", "C++", 0, 0, 56, 0, 0, 3, 10, 69
"d:\DEV\projects\Project_1\include\glm\gtc\matrix_access.hpp", "C++", 0, 0, 27, 0, 0, 23, 11, 61
"d:\DEV\projects\Project_1\include\glm\gtc\matrix_access.inl", "C++", 0, 0, 53, 0, 0, 1, 9, 63
"d:\DEV\projects\Project_1\include\glm\gtc\matrix_integer.hpp", "C++", 0, 0, 112, 0, 0, 207, 115, 434
"d:\DEV\projects\Project_1\include\glm\gtc\matrix_inverse.hpp", "C++", 0, 0, 17, 0, 0, 25, 9, 51
"d:\DEV\projects\Project_1\include\glm\gtc\matrix_inverse.inl", "C++", 0, 0, 99, 0, 0, 1, 19, 119
"d:\DEV\projects\Project_1\include\glm\gtc\matrix_transform.hpp", "C++", 0, 0, 12, 0, 0, 20, 5, 37
"d:\DEV\projects\Project_1\include\glm\gtc\matrix_transform.inl", "C++", 0, 0, 3, 0, 0, 0, 1, 4
"d:\DEV\projects\Project_1\include\glm\gtc\noise.hpp", "C++", 0, 0, 27, 0, 0, 25, 10, 62
"d:\DEV\projects\Project_1\include\glm\gtc\noise.inl", "C++", 0, 0, 582, 0, 0, 133, 93, 808
"d:\DEV\projects\Project_1\include\glm\gtc\packing.hpp", "C++", 0, 0, 88, 0, 0, 561, 80, 729
"d:\DEV\projects\Project_1\include\glm\gtc\packing.inl", "C++", 0, 0, 752, 0, 0, 61, 126, 939
"d:\DEV\projects\Project_1\include\glm\gtc\quaternion.hpp", "C++", 0, 0, 60, 0, 0, 93, 21, 174
"d:\DEV\projects\Project_1\include\glm\gtc\quaternion.inl", "C++", 0, 0, 171, 0, 0, 1, 31, 203
"d:\DEV\projects\Project_1\include\glm\gtc\quaternion_simd.inl", "C++", 0, 0, 0, 0, 0, 0, 1, 1
"d:\DEV\projects\Project_1\include\glm\gtc\random.hpp", "C++", 0, 0, 25, 0, 0, 44, 14, 83
"d:\DEV\projects\Project_1\include\glm\gtc\random.inl", "C++", 0, 0, 262, 0, 0, 0, 42, 304
"d:\DEV\projects\Project_1\include\glm\gtc\reciprocal.hpp", "C++", 0, 0, 33, 0, 0, 84, 19, 136
"d:\DEV\projects\Project_1\include\glm\gtc\reciprocal.inl", "C++", 0, 0, 151, 0, 0, 13, 28, 192
"d:\DEV\projects\Project_1\include\glm\gtc\round.hpp", "C++", 0, 0, 38, 0, 0, 104, 19, 161
"d:\DEV\projects\Project_1\include\glm\gtc\round.inl", "C++", 0, 0, 118, 0, 0, 13, 25, 156
"d:\DEV\projects\Project_1\include\glm\gtc\type_aligned.hpp", "C++", 0, 0, 547, 0, 0, 384, 385, 1316
"d:\DEV\projects\Project_1\include\glm\gtc\type_precision.hpp", "C++", 0, 0, 514, 0, 0, 1018, 563, 2095
"d:\DEV\projects\Project_1\include\glm\gtc\type_precision.inl", "C++", 0, 0, 3, 0, 0, 1, 3, 7
"d:\DEV\projects\Project_1\include\glm\gtc\type_ptr.hpp", "C++", 0, 0, 89, 0, 0, 102, 40, 231
"d:\DEV\projects\Project_1\include\glm\gtc\type_ptr.inl", "C++", 0, 0, 320, 0, 0, 4, 63, 387
"d:\DEV\projects\Project_1\include\glm\gtc\ulp.hpp", "C++", 0, 0, 38, 0, 0, 95, 20, 153
"d:\DEV\projects\Project_1\include\glm\gtc\ulp.inl", "C++", 0, 0, 150, 0, 0, 1, 23, 174
"d:\DEV\projects\Project_1\include\glm\gtc\vec1.hpp", "C++", 0, 0, 14, 0, 0, 12, 5, 31
"d:\DEV\projects\Project_1\include\glm\gtx\associated_min_max.hpp", "C++", 0, 0, 119, 0, 0, 60, 29, 208
"d:\DEV\projects\Project_1\include\glm\gtx\associated_min_max.inl", "C++", 0, 0, 310, 0, 0, 19, 26, 355
"d:\DEV\projects\Project_1\include\glm\gtx\bit.hpp", "C++", 0, 0, 31, 0, 0, 50, 18, 99
"d:\DEV\projects\Project_1\include\glm\gtx\bit.inl", "C++", 0, 0, 64, 0, 0, 11, 18, 93
"d:\DEV\projects\Project_1\include\glm\gtx\closest_point.hpp", "C++", 0, 0, 23, 0, 0, 18, 9, 50
"d:\DEV\projects\Project_1\include\glm\gtx\closest_point.inl", "C++", 0, 0, 35, 0, 0, 3, 8, 46
"d:\DEV\projects\Project_1\include\glm\gtx\color_encoding.hpp", "C++", 0, 0, 24, 0, 0, 20, 11, 55
"d:\DEV\projects\Project_1\include\glm\gtx\color_encoding.inl", "C++", 0, 0, 35, 0, 0, 1, 10, 46
"d:\DEV\projects\Project_1\include\glm\gtx\color_space.hpp", "C++", 0, 0, 33, 0, 0, 27, 13, 73
"d:\DEV\projects\Project_1\include\glm\gtx\color_space.inl", "C++", 0, 0, 117, 0, 0, 7, 18, 142
"d:\DEV\projects\Project_1\include\glm\gtx\color_space_YCoCg.hpp", "C++", 0, 0, 25, 0, 0, 25, 11, 61
"d:\DEV\projects\Project_1\include\glm\gtx\color_space_YCoCg.inl", "C++", 0, 0, 98, 0, 0, 1, 9, 108
"d:\DEV\projects\Project_1\include\glm\gtx\common.hpp", "C++", 0, 0, 24, 0, 0, 42, 11, 77
"d:\DEV\projects\Project_1\include\glm\gtx\common.inl", "C++", 0, 0, 105, 0, 0, 2, 19, 126
"d:\DEV\projects\Project_1\include\glm\gtx\compatibility.hpp", "C++", 0, 0, 98, 0, 0, 15, 21, 134
"d:\DEV\projects\Project_1\include\glm\gtx\compatibility.inl", "C++", 0, 0, 55, 0, 0, 1, 7, 63
"d:\DEV\projects\Project_1\include\glm\gtx\component_wise.hpp", "C++", 0, 0, 26, 0, 0, 31, 13, 70
"d:\DEV\projects\Project_1\include\glm\gtx\component_wise.inl", "C++", 0, 0, 109, 0, 0, 1, 18, 128
"d:\DEV\projects\Project_1\include\glm\gtx\dual_quaternion.hpp", "C++", 0, 0, 121, 0, 0, 89, 65, 275
"d:\DEV\projects\Project_1\include\glm\gtx\dual_quaternion.inl", "C++", 0, 0, 286, 0, 0, 12, 55, 353
"d:\DEV\projects\Project_1\include\glm\gtx\easing.hpp", "C++", 0, 0, 82, 0, 0, 97, 41, 220
"d:\DEV\projects\Project_1\include\glm\gtx\easing.inl", "C++", 0, 0, 334, 0, 0, 32, 71, 437
"d:\DEV\projects\Project_1\include\glm\gtx\euler_angles.hpp", "C++", 0, 0, 188, 0, 0, 100, 48, 336
"d:\DEV\projects\Project_1\include\glm\gtx\euler_angles.inl", "C++", 0, 0, 833, 0, 0, 1, 66, 900
"d:\DEV\projects\Project_1\include\glm\gtx\extend.hpp", "C++", 0, 0, 18, 0, 0, 17, 8, 43
"d:\DEV\projects\Project_1\include\glm\gtx\extend.inl", "C++", 0, 0, 43, 0, 0, 1, 5, 49
"d:\DEV\projects\Project_1\include\glm\gtx\extended_min_max.hpp", "C++", 0, 0, 80, 0, 0, 39, 19, 138
"d:\DEV\projects\Project_1\include\glm\gtx\extended_min_max.inl", "C++", 0, 0, 125, 0, 0, 1, 13, 139
"d:\DEV\projects\Project_1\include\glm\gtx\exterior_product.hpp", "C++", 0, 0, 16, 0, 0, 22, 8, 46
"d:\DEV\projects\Project_1\include\glm\gtx\exterior_product.inl", "C++", 0, 0, 20, 0, 0, 1, 6, 27
"d:\DEV\projects\Project_1\include\glm\gtx\fast_exponential.hpp", "C++", 0, 0, 37, 0, 0, 40, 19, 96
"d:\DEV\projects\Project_1\include\glm\gtx\fast_exponential.inl", "C++", 0, 0, 73, 0, 0, 50, 14, 137
"d:\DEV\projects\Project_1\include\glm\gtx\fast_square_root.hpp", "C++", 0, 0, 33, 0, 0, 44, 16, 93
"d:\DEV\projects\Project_1\include\glm\gtx\fast_square_root.inl", "C++", 0, 0, 56, 0, 0, 6, 14, 76
"d:\DEV\projects\Project_1\include\glm\gtx\fast_trigonometry.hpp", "C++", 0, 0, 29, 0, 0, 36, 15, 80
"d:\DEV\projects\Project_1\include\glm\gtx\fast_trigonometry.inl", "C++", 0, 0, 113, 0, 0, 8, 22, 143
"d:\DEV\projects\Project_1\include\glm\gtx\float_notmalize.inl", "C++", 0, 0, 9, 0, 0, 1, 4, 14
"d:\DEV\projects\Project_1\include\glm\gtx\functions.hpp", "C++", 0, 0, 25, 0, 0, 22, 10, 57
"d:\DEV\projects\Project_1\include\glm\gtx\functions.inl", "C++", 0, 0, 25, 0, 0, 1, 5, 31
"d:\DEV\projects\Project_1\include\glm\gtx\gradient_paint.hpp", "C++", 0, 0, 25, 0, 0, 20, 9, 54
"d:\DEV\projects\Project_1\include\glm\gtx\gradient_paint.inl", "C++", 0, 0, 32, 0, 0, 1, 4, 37
"d:\DEV\projects\Project_1\include\glm\gtx\handed_coordinate_space.hpp", "C++", 0, 0, 23, 0, 0, 19, 9, 51
"d:\DEV\projects\Project_1\include\glm\gtx\handed_coordinate_space.inl", "C++", 0, 0, 23, 0, 0, 1, 3, 27
"d:\DEV\projects\Project_1\include\glm\gtx\hash.hpp", "C++", 0, 0, 106, 0, 0, 11, 26, 143
"d:\DEV\projects\Project_1\include\glm\gtx\hash.inl", "C++", 0, 0, 158, 0, 0, 10, 17, 185
"d:\DEV\projects\Project_1\include\glm\gtx\integer.hpp", "C++", 0, 0, 25, 0, 0, 35, 17, 77
"d:\DEV\projects\Project_1\include\glm\gtx\integer.inl", "C++", 0, 0, 131, 0, 0, 25, 30, 186
"d:\DEV\projects\Project_1\include\glm\gtx\intersect.hpp", "C++", 0, 0, 49, 0, 0, 31, 13, 93
"d:\DEV\projects\Project_1\include\glm\gtx\intersect.inl", "C++", 0, 0, 156, 0, 0, 13, 32, 201
"d:\DEV\projects\Project_1\include\glm\gtx\io.hpp", "C++", 0, 0, 138, 0, 0, 23, 41, 202
"d:\DEV\projects\Project_1\include\glm\gtx\io.inl", "C++", 0, 0, 367, 0, 0, 2, 72, 441
"d:\DEV\projects\Project_1\include\glm\gtx\log_base.hpp", "C++", 0, 0, 21, 0, 0, 19, 9, 49
"d:\DEV\projects\Project_1\include\glm\gtx\log_base.inl", "C++", 0, 0, 13, 0, 0, 1, 3, 17
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_cross_product.hpp", "C++", 0, 0, 19, 0, 0, 20, 9, 48
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_cross_product.inl", "C++", 0, 0, 33, 0, 0, 1, 4, 38
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_decompose.hpp", "C++", 0, 0, 22, 0, 0, 17, 8, 47
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_decompose.inl", "C++", 0, 0, 113, 0, 0, 42, 32, 187
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_factorisation.hpp", "C++", 0, 0, 21, 0, 0, 37, 12, 70
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_factorisation.inl", "C++", 0, 0, 53, 0, 0, 17, 15, 85
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_interpolation.hpp", "C++", 0, 0, 25, 0, 0, 25, 11, 61
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_interpolation.inl", "C++", 0, 0, 121, 0, 0, 1, 8, 130
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_major_storage.hpp", "C++", 0, 0, 61, 0, 0, 40, 19, 120
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_major_storage.inl", "C++", 0, 0, 153, 0, 0, 1, 13, 167
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_operation.hpp", "C++", 0, 0, 46, 0, 0, 39, 19, 104
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_operation.inl", "C++", 0, 0, 156, 0, 0, 1, 20, 177
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_query.hpp", "C++", 0, 0, 31, 0, 0, 32, 15, 78
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_query.inl", "C++", 0, 0, 103, 0, 0, 1, 10, 114
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_transform_2d.hpp", "C++", 0, 0, 34, 0, 0, 36, 12, 82
"d:\DEV\projects\Project_1\include\glm\gtx\matrix_transform_2d.inl", "C++", 0, 0, 56, 0, 0, 2, 11, 69
"d:\DEV\projects\Project_1\include\glm\gtx\mixed_product.hpp", "C++", 0, 0, 18, 0, 0, 16, 8, 42
"d:\DEV\projects\Project_1\include\glm\gtx\mixed_product.inl", "C++", 0, 0, 13, 0, 0, 1, 2, 16
"d:\DEV\projects\Project_1\include\glm\gtx\norm.hpp", "C++", 0, 0, 35, 0, 0, 37, 17, 89
"d:\DEV\projects\Project_1\include\glm\gtx\norm.inl", "C++", 0, 0, 79, 0, 0, 1, 16, 96
"d:\DEV\projects\Project_1\include\glm\gtx\normal.hpp", "C++", 0, 0, 15, 0, 0, 19, 8, 42
"d:\DEV\projects\Project_1\include\glm\gtx\normal.inl", "C++", 0, 0, 13, 0, 0, 1, 2, 16
"d:\DEV\projects\Project_1\include\glm\gtx\normalize_dot.hpp", "C++", 0, 0, 17, 0, 0, 24, 9, 50
"d:\DEV\projects\Project_1\include\glm\gtx\normalize_dot.inl", "C++", 0, 0, 13, 0, 0, 1, 3, 17
"d:\DEV\projects\Project_1\include\glm\gtx\number_precision.hpp", "C++", 0, 0, 26, 0, 0, 23, 13, 62
"d:\DEV\projects\Project_1\include\glm\gtx\number_precision.inl", "C++", 0, 0, 3, 0, 0, 1, 3, 7
"d:\DEV\projects\Project_1\include\glm\gtx\optimum_pow.hpp", "C++", 0, 0, 21, 0, 0, 24, 10, 55
"d:\DEV\projects\Project_1\include\glm\gtx\optimum_pow.inl", "C++", 0, 0, 18, 0, 0, 1, 4, 23
"d:\DEV\projects\Project_1\include\glm\gtx\orthonormalize.hpp", "C++", 0, 0, 19, 0, 0, 22, 9, 50
"d:\DEV\projects\Project_1\include\glm\gtx\orthonormalize.inl", "C++", 0, 0, 22, 0, 0, 1, 7, 30
"d:\DEV\projects\Project_1\include\glm\gtx\perpendicular.hpp", "C++", 0, 0, 16, 0, 0, 18, 8, 42
"d:\DEV\projects\Project_1\include\glm\gtx\perpendicular.inl", "C++", 0, 0, 8, 0, 0, 1, 2, 11
"d:\DEV\projects\Project_1\include\glm\gtx\polar_coordinates.hpp", "C++", 0, 0, 19, 0, 0, 21, 9, 49
"d:\DEV\projects\Project_1\include\glm\gtx\polar_coordinates.inl", "C++", 0, 0, 30, 0, 0, 1, 6, 37
"d:\DEV\projects\Project_1\include\glm\gtx\projection.hpp", "C++", 0, 0, 15, 0, 0, 21, 8, 44
"d:\DEV\projects\Project_1\include\glm\gtx\projection.inl", "C++", 0, 0, 8, 0, 0, 1, 2, 11
"d:\DEV\projects\Project_1\include\glm\gtx\quaternion.hpp", "C++", 0, 0, 78, 0, 0, 73, 24, 175
"d:\DEV\projects\Project_1\include\glm\gtx\quaternion.inl", "C++", 0, 0, 128, 0, 0, 9, 23, 160
"d:\DEV\projects\Project_1\include\glm\gtx\range.hpp", "C++", 0, 0, 66, 0, 0, 15, 18, 99
"d:\DEV\projects\Project_1\include\glm\gtx\raw_data.hpp", "C++", 0, 0, 18, 0, 0, 23, 11, 52
"d:\DEV\projects\Project_1\include\glm\gtx\raw_data.inl", "C++", 0, 0, 0, 0, 0, 1, 2, 3
"d:\DEV\projects\Project_1\include\glm\gtx\rotate_normalized_axis.hpp", "C++", 0, 0, 25, 0, 0, 35, 9, 69
"d:\DEV\projects\Project_1\include\glm\gtx\rotate_normalized_axis.inl", "C++", 0, 0, 46, 0, 0, 2, 11, 59
"d:\DEV\projects\Project_1\include\glm\gtx\rotate_vector.hpp", "C++", 0, 0, 63, 0, 0, 43, 18, 124
"d:\DEV\projects\Project_1\include\glm\gtx\rotate_vector.inl", "C++", 0, 0, 149, 0, 0, 18, 21, 188
"d:\DEV\projects\Project_1\include\glm\gtx\scalar_multiplication.hpp", "C++", 0, 0, 53, 0, 0, 13, 10, 76
"d:\DEV\projects\Project_1\include\glm\gtx\scalar_relational.hpp", "C++", 0, 0, 13, 0, 0, 15, 9, 37
"d:\DEV\projects\Project_1\include\glm\gtx\scalar_relational.inl", "C++", 0, 0, 78, 0, 0, 1, 10, 89
"d:\DEV\projects\Project_1\include\glm\gtx\spline.hpp", "C++", 0, 0, 35, 0, 0, 21, 10, 66
"d:\DEV\projects\Project_1\include\glm\gtx\spline.inl", "C++", 0, 0, 51, 0, 0, 1, 9, 61
"d:\DEV\projects\Project_1\include\glm\gtx\std_based_type.hpp", "C++", 0, 0, 22, 0, 0, 32, 15, 69
"d:\DEV\projects\Project_1\include\glm\gtx\std_based_type.inl", "C++", 0, 0, 3, 0, 0, 1, 3, 7
"d:\DEV\projects\Project_1\include\glm\gtx\string_cast.hpp", "C++", 0, 0, 23, 0, 0, 21, 9, 53
"d:\DEV\projects\Project_1\include\glm\gtx\string_cast.inl", "C++", 0, 0, 427, 0, 0, 1, 65, 493
"d:\DEV\projects\Project_1\include\glm\gtx\texture.hpp", "C++", 0, 0, 17, 0, 0, 21, 9, 47
"d:\DEV\projects\Project_1\include\glm\gtx\texture.inl", "C++", 0, 0, 13, 0, 0, 1, 4, 18
"d:\DEV\projects\Project_1\include\glm\gtx\transform.hpp", "C++", 0, 0, 24, 0, 0, 27, 10, 61
"d:\DEV\projects\Project_1\include\glm\gtx\transform.inl", "C++", 0, 0, 18, 0, 0, 1, 5, 24
"d:\DEV\projects\Project_1\include\glm\gtx\transform2.hpp", "C++", 0, 0, 32, 0, 0, 40, 18, 90
"d:\DEV\projects\Project_1\include\glm\gtx\transform2.inl", "C++", 0, 0, 110, 0, 0, 1, 15, 126
"d:\DEV\projects\Project_1\include\glm\gtx\type_aligned.hpp", "C++", 0, 0, 231, 0, 0, 468, 284, 983
"d:\DEV\projects\Project_1\include\glm\gtx\type_aligned.inl", "C++", 0, 0, 3, 0, 0, 1, 3, 7
"d:\DEV\projects\Project_1\include\glm\gtx\type_trait.hpp", "C++", 0, 0, 59, 0, 0, 15, 12, 86
"d:\DEV\projects\Project_1\include\glm\gtx\type_trait.inl", "C++", 0, 0, 51, 0, 0, 5, 6, 62
"d:\DEV\projects\Project_1\include\glm\gtx\vec_swizzle.hpp", "C++", 0, 0, 1947, 0, 0, 347, 489, 2783
"d:\DEV\projects\Project_1\include\glm\gtx\vector_angle.hpp", "C++", 0, 0, 22, 0, 0, 26, 10, 58
"d:\DEV\projects\Project_1\include\glm\gtx\vector_angle.inl", "C++", 0, 0, 36, 0, 0, 2, 7, 45
"d:\DEV\projects\Project_1\include\glm\gtx\vector_query.hpp", "C++", 0, 0, 27, 0, 0, 27, 13, 67
"d:\DEV\projects\Project_1\include\glm\gtx\vector_query.inl", "C++", 0, 0, 128, 0, 0, 1, 26, 155
"d:\DEV\projects\Project_1\include\glm\gtx\wrap.hpp", "C++", 0, 0, 16, 0, 0, 15, 7, 38
"d:\DEV\projects\Project_1\include\glm\gtx\wrap.inl", "C++", 0, 0, 3, 0, 0, 1, 3, 7
"d:\DEV\projects\Project_1\include\glm\integer.hpp", "C++", 0, 0, 55, 0, 0, 139, 19, 213
"d:\DEV\projects\Project_1\include\glm\mat2x2.hpp", "C++", 0, 0, 5, 0, 0, 2, 3, 10
"d:\DEV\projects\Project_1\include\glm\mat2x3.hpp", "C++", 0, 0, 5, 0, 0, 2, 3, 10
"d:\DEV\projects\Project_1\include\glm\mat2x4.hpp", "C++", 0, 0, 5, 0, 0, 2, 3, 10
"d:\DEV\projects\Project_1\include\glm\mat3x2.hpp", "C++", 0, 0, 5, 0, 0, 2, 3, 10
"d:\DEV\projects\Project_1\include\glm\mat3x3.hpp", "C++", 0, 0, 5, 0, 0, 2, 2, 9
"d:\DEV\projects\Project_1\include\glm\mat3x4.hpp", "C++", 0, 0, 5, 0, 0, 2, 2, 9
"d:\DEV\projects\Project_1\include\glm\mat4x2.hpp", "C++", 0, 0, 5, 0, 0, 2, 3, 10
"d:\DEV\projects\Project_1\include\glm\mat4x3.hpp", "C++", 0, 0, 5, 0, 0, 2, 2, 9
"d:\DEV\projects\Project_1\include\glm\mat4x4.hpp", "C++", 0, 0, 5, 0, 0, 2, 3, 10
"d:\DEV\projects\Project_1\include\glm\matrix.hpp", "C++", 0, 0, 78, 0, 0, 63, 21, 162
"d:\DEV\projects\Project_1\include\glm\packing.hpp", "C++", 0, 0, 20, 0, 0, 136, 18, 174
"d:\DEV\projects\Project_1\include\glm\simd\common.h", "C++", 0, 0, 197, 0, 0, 11, 33, 241
"d:\DEV\projects\Project_1\include\glm\simd\exponential.h", "C++", 0, 0, 12, 0, 0, 2, 7, 21
"d:\DEV\projects\Project_1\include\glm\simd\geometric.h", "C++", 0, 0, 105, 0, 0, 2, 18, 125
"d:\DEV\projects\Project_1\include\glm\simd\integer.h", "C++", 0, 0, 63, 0, 0, 29, 24, 116
"d:\DEV\projects\Project_1\include\glm\simd\matrix.h", "C++", 0, 0, 546, 0, 0, 310, 173, 1029
"d:\DEV\projects\Project_1\include\glm\simd\neon.h", "C++", 0, 0, 144, 0, 0, 2, 10, 156
"d:\DEV\projects\Project_1\include\glm\simd\packing.h", "C++", 0, 0, 3, 0, 0, 2, 4, 9
"d:\DEV\projects\Project_1\include\glm\simd\platform.h", "C++", 0, 0, 343, 0, 0, 21, 35, 399
"d:\DEV\projects\Project_1\include\glm\simd\trigonometric.h", "C++", 0, 0, 3, 0, 0, 2, 5, 10
"d:\DEV\projects\Project_1\include\glm\simd\vector_relational.h", "C++", 0, 0, 3, 0, 0, 2, 4, 9
"d:\DEV\projects\Project_1\include\glm\trigonometric.hpp", "C++", 0, 0, 37, 0, 0, 153, 21, 211
"d:\DEV\projects\Project_1\include\glm\vec2.hpp", "C++", 0, 0, 11, 0, 0, 2, 2, 15
"d:\DEV\projects\Project_1\include\glm\vec3.hpp", "C++", 0, 0, 11, 0, 0, 2, 2, 15
"d:\DEV\projects\Project_1\include\glm\vec4.hpp", "C++", 0, 0, 11, 0, 0, 2, 3, 16
"d:\DEV\projects\Project_1\include\glm\vector_relational.hpp", "C++", 0, 0, 25, 0, 0, 82, 15, 122
"d:\DEV\projects\Project_1\include\imgui\imconfig.h", "C++", 0, 0, 1, 0, 0, 104, 21, 126
"d:\DEV\projects\Project_1\include\imgui\imgui.cpp", "C++", 0, 0, 9779, 0, 0, 2294, 1372, 13445
"d:\DEV\projects\Project_1\include\imgui\imgui.h", "C++", 0, 0, 1994, 0, 0, 787, 285, 3066
"d:\DEV\projects\Project_1\include\imgui\imgui_demo.cpp", "C++", 0, 0, 6408, 0, 0, 852, 710, 7970
"d:\DEV\projects\Project_1\include\imgui\imgui_draw.cpp", "C++", 0, 0, 3243, 0, 0, 488, 432, 4163
"d:\DEV\projects\Project_1\include\imgui\imgui_impl_glfw.cpp", "C++", 0, 0, 507, 0, 0, 87, 69, 663
"d:\DEV\projects\Project_1\include\imgui\imgui_impl_glfw.h", "C++", 0, 0, 19, 0, 0, 19, 9, 47
"d:\DEV\projects\Project_1\include\imgui\imgui_impl_opengl3.cpp", "C++", 0, 0, 632, 0, 0, 154, 86, 872
"d:\DEV\projects\Project_1\include\imgui\imgui_impl_opengl3.h", "C++", 0, 0, 22, 0, 0, 23, 11, 56
"d:\DEV\projects\Project_1\include\imgui\imgui_impl_opengl3_loader.h", "C++", 0, 0, 664, 0, 0, 80, 43, 787
"d:\DEV\projects\Project_1\include\imgui\imgui_internal.h", "C++", 0, 0, 2292, 0, 0, 374, 310, 2976
"d:\DEV\projects\Project_1\include\imgui\imgui_tables.cpp", "C++", 0, 0, 2729, 0, 0, 892, 448, 4069
"d:\DEV\projects\Project_1\include\imgui\imgui_widgets.cpp", "C++", 0, 0, 6342, 0, 0, 1062, 991, 8395
"d:\DEV\projects\Project_1\include\imgui\imstb_rectpack.h", "C++", 0, 0, 324, 0, 0, 229, 75, 628
"d:\DEV\projects\Project_1\include\imgui\imstb_textedit.h", "C++", 0, 0, 818, 0, 0, 463, 167, 1448
